text,label,p
una verdadera cruzada la tuya,POSITIVE,0.612935051846047
Felicitaciones!  Hay mucha diferencia de precios entre esta y otras aerolineas para el mismo destino que compraste?,POSITIVE,0.771266852833646
Buen día!!,POSITIVE,0.883187920992041
Pastel y Guaraná!!!!,POSITIVE,0.647288542825067
Sabés cuál es la época perfecta para visitar #Bariloche? La que vos decidas! Volá ya mismo al precio más bajo: http://fly.bo/epabrc pic.twitter.com/8JCKECZc49,POSITIVE,0.962192017683973
@flybondioficial pone promos accesibles para el #19OLaMarchaDelMillon  que la gente quiere viajar de todas las provincias. Dale copate,POSITIVE,0.847556646094045
Que siga cumpliendo más sueños Felicidades,POSITIVE,0.757387149739316
Que bueno!!!! Ojalá puedan llegar a más lugares de Brasil,POSITIVE,0.847926436248897
Genio!!!!! Ud siempre posando para mis fotos!!,POSITIVE,0.842729629415722
Que lindo que pudo hacerlo!!,POSITIVE,0.905970277939136
Que bueno que existe el palomar y @flybondioficial y @VuelaJetSMART,POSITIVE,0.777846288191599
Yo feliz porque el 21/10 hacemos en familia Córdoba - Barilo.,POSITIVE,0.769796470608706
NO problem. A la brevedad estamos con vos.,POSITIVE,0.686930480116028
Al tiempo  versus  le agregaría la SEGURIDAD de viajar en uno versos el otro  Vamos @flybondioficial #volaatodahora,POSITIVE,0.871298265816684
Antartica es la mejor!!!,POSITIVE,0.802284132066605
"1er viaje en familia al exterior con nuestros hijos, llegada al aeropuerto, vuelo cancelado, salimos dos días después, llegamos a destino, no teníamos las reservas hechas del hotel ! Luego se solucionó todo y fueron las mejores vacaciones en familia ! #viajarnostransforma",POSITIVE,0.746883182314866
"#viajarnostransforma fui a Líbano, a conocer a donde nacieron mis bisabuelos y volví completamente transformada, la idiosincrasia familiar, la cultura del lugar, todo. Volví cambiada y ahora quiero llevar a toda mi familia a que sienta lo mismo que yo.",POSITIVE,0.991244517691946
Exitos!!,POSITIVE,0.688446722554439
Felicitaciones @flybondioficial !! https://twitter.com/aviacionline/status/1182673880491724800 …,POSITIVE,0.714501731339958
Felicitaciones!!!,POSITIVE,0.917476951182693
Buenos dias Juanca!!,POSITIVE,0.938439776035688
"Viajar,es como alcanzar un sueño esperado por mucho tiempo,es renovarse para seguir con mas fuerzas hacia adelante,conocer otras costumbres,debe ser fascinate,me ayudan a conseguirlo??",POSITIVE,0.968513070181452
Bombaaaa ARGENTINA SEPTIMO PUESTO COMO PAIS DE MAYOR CRECIMIENTO TURISTICO   #palomar #lowcost #SiSePuedeArgentina #SiSePuedeTucuman #Macriminal #macrilesganolacalle #MacriYaFue @flybondioficial https://twitter.com/horacioalonso16/status/1181007989047730176 …,POSITIVE,0.613139410962473
Buen día!!!!!   Llevame a pasear... a volar.... a vivir.,POSITIVE,0.874089374348349
"La emoción de esta niña, me hizo el día. #sumandofanaticos #primerosvoladores #vuelaatodahora",POSITIVE,0.763556917032203
Claramente #ViajarNosTransforma nos hacer ver culturas y mundos diferentes. Lo viví en la India y después de ese viaje cambié totalmente mi manera de ver las cosas,POSITIVE,0.91473424728711
Excelente alianza estratégica @flybondioficial y la renovada @PeatonalLavallehttps://twitter.com/ferraribsas/status/1179510206591619074 …,POSITIVE,0.774778750572691
Qué bueno! @flybondioficial #LaLibertadDeVolarhttps://twitter.com/horacioalonso16/status/1179023255937699840 …,POSITIVE,0.881889209258584
Es lindo ver lo contenta que se pone pero el chivo esta de mas,POSITIVE,0.935941094941456
"Jajajaja sos muy bueno, muy bueno.",POSITIVE,0.817029720727216
Debe ser una linda experiencia!,POSITIVE,0.862835321439485
"Despiertos, con ganas de viajar..",POSITIVE,0.78150833086648
Buen día!!,POSITIVE,0.883187920992041
"Amarillo que te quiero amarillo! Usá los colores que están de moda (y que combinan con todo, especialmente con tu viaje)! Durante este #OctubreAmarillo, volá a Córdoba desde $489!  http://bit.ly/2nwlwSB pic.twitter.com/UB8q8cXJHj",POSITIVE,0.886069143967983
totalmente de acuerdo,POSITIVE,0.942312853458773
Praia! Las playas y su gente. Beleza!,POSITIVE,0.737342398951831
Qué ganas de viajar a Río   #MeRioDeJaneiro,POSITIVE,0.87489794885697
"Hola, ansiosa espero ruta a MDQ",POSITIVE,0.870127172978463
"Café da mañha, mi preferido ♡  Caipirinha obviamente.",POSITIVE,0.765501436714596
Lindo boliche diría uno que yo sé. ¿Cómo la ve @flybondioficial para arrancar por acá? pic.twitter.com/Vj2BEWjj5z,POSITIVE,0.783841820960255
Que golazo sería tener #LaLibertadDeVolar con @flybondioficial MDQ-AEP,POSITIVE,0.772642985269804
Mi primer viaje a Mar del Plata con mis mejores amigos por 400 pesos  días inolvidables #viajarnostransforma,POSITIVE,0.939839333829914
A eso me dedico! Viajo todo lo que puedo!!,POSITIVE,0.647563917518183
Vino el bebé a buscarme @flybondioficial #jujuy hermoso atardecer..pic.twitter.com/zDOnLKs0ki – en Aeropuerto Internacional de Jujuy - Dr. Horacio Guzmán (JUJ),POSITIVE,0.909500234581232
"Bondis, con ustedes: nuestra tripulación estrella para nuestro vuelo inaugural! #NuevaRuta #RioDeJaneiropic.twitter.com/6GX2M5yfI6",POSITIVE,0.795391259909934
"Hermosa la emoción de tu hija , es la libertad de volar!!!",POSITIVE,0.750741969561367
"eu amo a praia, yo amo la playa, y si es en Brasil mucho mejor!!!",POSITIVE,0.742189519955708
Caipiriña!! en la playa !!!,POSITIVE,0.963230919222699
#ViajarNostransforma Viaje a Bariloche de Campamento con los Scauts cuando tenía 12 años....Viaje Increíble...,POSITIVE,0.884312444318431
Cuentan con mi simpatia.,POSITIVE,0.662346348802866
Geniosssss,POSITIVE,0.946608041515833
Yo vuelo y más q mucha gente nacional e internacionalmente gracias a las buenas oportunidades que tengo en la vida. Nunca esa carta señora,POSITIVE,0.619087327408112
Los pibes de @flybondioficial este viernes despegan su primer vuelo a Río de Janeiro!!! Van por todo!!! pic.twitter.com/q3SXy8W0Hk,POSITIVE,0.682047503286704
Genios @flybondioficial !!!! https://twitter.com/flybondioficial/status/1178708626896281600 …,POSITIVE,0.790245128521966
"Asunción, Asunción, nos vamo pa' Asunción! Asunción, Asunción, nos vamo pa' Asunción! *repetir* Ponete a cantar y a saltar vos también porque llegó #LaRutaDeLaSemana y está a un click de distancia: http://fly.bo/epaasu pic.twitter.com/JWu5QmYTTO",POSITIVE,0.608162637986052
Una gran decisión.,POSITIVE,0.610336055637046
"#viajarnostransforma Soy Sommelier, realice Mí viaje por Catalunia, tremenda zona vitivinícola.  recorriendo diferentes viñedos y bodegas, conociendo enólogos, grandes y pequeños productores. Me cambió la mirada y como vivir los lugares, a través de este producto tan noble. Morí",POSITIVE,0.987187738201552
Amarla mucho! Felicitaciones!  Que bueno es que todos experimenten VOLAR! QUE DISFRUTEN,POSITIVE,0.991362144779296
Felicitaciones,POSITIVE,0.917476951182693
Buen día!!,POSITIVE,0.883187920992041
Buen dia,POSITIVE,0.883187920992041
Y se va a resolver. Sin dudas.,POSITIVE,0.834908366487578
"#ViajarNosTransforma en 2014 agarré una mochila y sola me fui a Salta, Jujuy, Bolivia y Perú. Fue la mejor decisión que tomé, conocí muchísimas personas y ha sido de las mejores experiencias que he tenido!",POSITIVE,0.791615500422505
"Gracias por compartirlo. Me hizo recordar mi primer viaje en avión, cuando tenia 12 años!",POSITIVE,0.685720626742272
@flybondioficial sos buenisimo esquivando reclamos!,POSITIVE,0.652666861324784
felicitaciones!!!!!,POSITIVE,0.917476951182693
La semana no se acaba todavía y #LaRutaDeLaSemana menos que menos! Volá a Bariloche al precio más bajo del universo (?): http://fly.bo/epabrc pic.twitter.com/W8kdWUZHDW,POSITIVE,0.850394107845242
Para que me voy a despertar si me tengo que volver a dormir? Buen vuelo a Riooo!,POSITIVE,0.688841889527737
Qué bueno que flybondi ofrezca sin ningún interés económico estos viajes como si fueran parque de diversión para niños. Me alegro por estos empresarios con alma.,POSITIVE,0.901174278515501
Que alegría,POSITIVE,0.831626676279525
"@flybondioficial actuá rápido, organiza un puente aereo y queda como una referencia a nivel mundial.",POSITIVE,0.947866775346398
Re emocionante,POSITIVE,0.964918129556883
Me alegra mucho,POSITIVE,0.680258344529415
Orgullo nacional,POSITIVE,0.82438121224537
Comida típica. Feishoada. Frutas deliciosas. Mango Mamón,POSITIVE,0.921099813248968
"Es una garua leve, no pasa nada. Hay buena visibilidad y buen viento en contra en la pista.",POSITIVE,0.6860254474638
"Buen día, Bondis!pic.twitter.com/xf7DgJsthw",POSITIVE,0.622642182473751
"Viajes en verano que hacíamos a Santa Rosa de Calamuchita con mis papás, hermanos y mis abuelos cuando éramos chicos. Eran otros tiempos..#viajarnostransforma",POSITIVE,0.872394727327473
Buenisimooo#sisepuede,POSITIVE,0.959592263566933
"#ViajarNosTransforma Sin dudas haber viajado sola al Mundial de Rusia 2018. Un lugar tan diferente respecto a su cultura, costumbres e idioma. Pero sin dudas de lo mejor que me pasó . @MarcosGerez10",POSITIVE,0.973179388764646
Sos muy preciosa.,POSITIVE,0.945229159108954
Buenísimo! Espero con ansias ver los valorespic.twitter.com/PZ6rK0jzEn,POSITIVE,0.807189865074771
"Andate en @flybondioficial ! Vas a ver los recursos humanos que tienen! Y mirá que he viajado bastante, en otras líneas y en otros tiempos, vale la pena y fíjate el precio!",POSITIVE,0.638355921453557
Buen día!!,POSITIVE,0.883187920992041
#ViajarNosTransforma Verano 2019 me animé a viajar sola y la pasé genial!!,POSITIVE,0.815577207275659
Y qué útil es !!,POSITIVE,0.676929412837962
Ya postulado para el proceso de selección. Quiero formar parte de este grandioso equipo de trabajo para tener la libertad de crear y crecer juntos a ustedes. pic.twitter.com/aMHKeknTYk,POSITIVE,0.749232945433557
Con Max vine de SDE la semana pasada. Mucha suerte!,POSITIVE,0.812961000588305
@flybondioficial vamos Muchachos!! Una movida de estas se paga sola!! Vayan a buscar a los chicos! https://twitter.com/lucasllach/status/1180243418204774401 …,POSITIVE,0.775394373343078
"Está planificado desde temprano, seguramente habrán informado.",POSITIVE,0.852944717094728
Felicitaciones @flybondioficial! Vamos por más!,POSITIVE,0.912909074101331
"#viajarnostransforma, Viaje a Colombia, con destino a un casamiento de amigos, volvimos bronceados, escuchando cumbia colombiana y amando el agua ardiente, definitivamente transformados!",POSITIVE,0.87809278400435
Mi vida!!! hermosa!!!!! que momento tan bello!,POSITIVE,0.842585334911394
"Primer viaje solos con mi marido después de 12 años. Destino Río de Janeiro. Disfrutamos a tope, recorriendo en bici desde Barra hasta El Cristo. Al cuarto día descansando en la playa, mi marido me mira y dice Me falta algo Faltaba el papi papi continuado! #ViajarNosTransforma",POSITIVE,0.873765342107568
Hermosa!!! Que emocionante!! Felicitaciones!!!,POSITIVE,0.992264093789518
"Mayo en Cataratas. Hermoso, con buen clima. Ni mucho calor ni frío. Haber elegido @flybondioficial y @GranMeliaIguazu tuvo mucho que ver en que ese fin de semana haya sido un éxito!https://aliciaenwanderland.com/2019/09/20/un-fin-de-semana-en-cataratas-del-iguazu/ …",POSITIVE,0.759519455030365
Que emoción! Felicitaciones!,POSITIVE,0.928340002637298
Buen día!! #BuenLunes,POSITIVE,0.978482328523
Ya falta poco para poder estar con Uds compartir y disfrutar LA LIBERTAD DE VOLAR,POSITIVE,0.707161378633682
Hermoso y movido vuelo de @flybondioficial desde corrientes. pic.twitter.com/A5kmgFw4Dl,POSITIVE,0.798317449626101
@flybondioficial gracias! Somos 39 rumbo a Bariloche. encuentro coral en San Martín. Sueño cumplido. Cba- Bariloche,POSITIVE,0.872176571865677
Buenos días @flybondioficial siempre despiertos junto a ustedes...!!!,POSITIVE,0.945037040635502
"Sin dudas te transforma, es una nueva aventura, un nuevo desafío. Pronto cumplo 50 años de vida y espero por ese viaje soñado junto a mi amor de más de 30 años unidos... por más inolvidables momentos juntos!!!",POSITIVE,0.912815433994542
Un corazoncito es,POSITIVE,0.64600628214975
Mi mejor viaje fue en @flybondioficial vuelvo a viajar el 13 de octubre por la misma compañía el mejor servicio y atención que tuve en mi experiencia de tantos viajes que hice . Gracias @flybondioficial .,POSITIVE,0.660995684863545
Vamo' @flybondioficial todavía!  pic.twitter.com/4jSSKb5Vno,POSITIVE,0.783411254770604
Yo voy en diciembre!! Gracias por hacernos conocer Rio,POSITIVE,0.886708986090271
Los amo.,POSITIVE,0.713697206369304
#viajarnostransforma en 2010 viaje por primera vez a Europa con mi esposa. Fue el primer viaje groso en nuestras vidas. De ahí no paramos y cada vez que podemos nos vamos a donde sea,POSITIVE,0.642949948913692
Sí. Una simple cafetería y listo. AEP toda la vida,POSITIVE,0.916564902106815
@flybondioficial  ayudo con un pasaje,POSITIVE,0.662764367371538
Estoy free!!,POSITIVE,0.840794710140705
"Y lo hicimos épico: Juegos, premios, fotos y hasta nos reímos de Janeiro! Contamos con invitados de lujo, muchísimos periodistas y, como siempre, nuestros flamantes primeros voladores!pic.twitter.com/Fuh6Lv620j",POSITIVE,0.946532539415184
Cada día somos más los que creemos que #ViajarNosTransforma  ¡PREPARATE! Podés ganar tu próximo viaje junto a nuestros amigos de @almundo_ar y @flybondioficial pic.twitter.com/GluBtZfexF,POSITIVE,0.842972972526191
los amo,POSITIVE,0.713697206369304
Genia qué lindo que emoción,POSITIVE,0.901942068335235
Felicitaciones,POSITIVE,0.917476951182693
"Estamos más que contentos con empezar a volar a un nuevo destino internacional. Y ahora preguntamos, ¿Cómo vienen de ganas para nuevas promos?",POSITIVE,0.747241609243235
"Bueno, empeza por escribir viajecito bien",POSITIVE,0.723078897280896
Felicitaciones @flybondioficial!!!,POSITIVE,0.917476951182693
"Pufff, era lindo eso",POSITIVE,0.655235773731845
¡Bienvenidos a Rio!,POSITIVE,0.966887254950481
"#ViajarNosTransforma cada viaje que hice en mi vida me transformó en algo siempre. Cada uno tiene su experiencia y su situación, y depende de cada uno puedo sacar mil cosas hermosas. Viajes en familia, viajes de tenis, viajes con amigas. LO MEJOR, Us Open 2018, Nueva York",POSITIVE,0.923276226518264
Muy bien por la gente de @flybondioficial a seguir sumando destinos en sudamerica!!,POSITIVE,0.802749008511396
Cada uno es dueño de elegir por donde quiere volar!!!!! Buen viaje chicos !!! Que sea el primero de muchos más!!!!!,POSITIVE,0.792985113066896
Buenas onda!!!,POSITIVE,0.888155275089977
"Ay chiquita, que hermosa",POSITIVE,0.765170448774424
#viajarnostransforma cuando fui a salta la linda,POSITIVE,0.910263406137646
Excelenteeeeee,POSITIVE,0.93959176073605
La mejor ciudad del mundo. Lejos.,POSITIVE,0.934898491551061
Yo quiero ese mate,POSITIVE,0.700765401016009
"Hey!! Estoy volviendo de jujuy en @flybondioficial unos genios!!!  Y obvio, que se a quién votar!!! #flybondi",POSITIVE,0.643246526073247
"#ViajarNosTransforma Si!! este año fue la 1era vez que viaje sola a Brasil, una experiencia extraordinaria en todo sentido. Me encontré conmigo misma y conocí lugares t gente increíbles.",POSITIVE,0.980162281449933
Luna de miel el año pasado por Tailandia  e Indonesia  . Los que iban a esperar a tener hijos para viajar más .. fuimos dos volvimos 3 .hace 10 meses que soy feliz feliz . #viajarnostransforma,POSITIVE,0.602071291487171
Playas Garota do Ipanema Tom Gobim Vinicius de Moraes Gilberto Gil Chico Buarque Charly Brown Roberto Carlos Os Paralamas... Toquinho Gal Costa Daniela Mercury Y muchísimos mas!!!,POSITIVE,0.982119895060982
Buen día Juanca!!pic.twitter.com/pWYIBfOIvo,POSITIVE,0.839949450212508
@flybondioficial promos a Rio ??? X faaaaaaa !!!!,POSITIVE,0.793248548246146
"Juan Carlos Bondi viajó en el espacio-tiempo para sacar esta foto desde RIO!! Se viene, se viene!!pic.twitter.com/FSLN0Bdegr",POSITIVE,0.741065013117474
Ya se solucionó. Muchas gracias.,POSITIVE,0.812781169316954
"""Bauru""es una comida y muy rica",POSITIVE,0.908607967830073
Todos preparados para operar los sistemas #QuintinoMHS  en #Aeropuerto de #Jujuy  Gracias a @AndesArgentina @Aerolineas_AR @intercargopcb @flybondioficial @swissport @aa2000oficial por su atencion y buena onda  durante este #Entrenamiento #TeamQuintino #WeAreQuintino pic.twitter.com/AtaDfFb2ya,POSITIVE,0.601474166025271
"Necesito que todos nombren algo típico de Brasil. Vale todo, desde comidas hasta películas.   *Es para un trabajo práctico*https://twitter.com/flybondioficial/status/1182356577707270150 …",POSITIVE,0.7086612620167
"Viajá, nene!! Y podrás disfrutar de este país maravilloso!! El precio de flybondi es re-economico. Solo tenes que llevar poco equipaje. Si tenes valija grande te cobran por ponerlo en la bodega. Hacer un viaje en avión es una experiencia fantastica. No te la pierdas",POSITIVE,0.868184663593839
Qué bonito sería poder volar #MartesDeAviones @flybondioficial  pic.twitter.com/kBBwKA8gve,POSITIVE,0.790712456971763
Vamos!!!,POSITIVE,0.676114383570221
"Jajajaja se lo relato ahi de todo jn poco , siempre vivi para poder recordar muchas anecdotas . Y cuando saliamos juntos hay varias mertens jajajaja",POSITIVE,0.875287712147717
Mejor volá por @flybondioficial,POSITIVE,0.880088972400509
Che!  Cerrame la 8 !!   Se me llenó de giles el negocio!!,POSITIVE,0.871872539267701
"Vuelvo a compartir este (Disney fue sin dudas un viaje que me transformó, fui hace 10 años, cuando tenia 14 años, y te juro que apenas pise el parque senti la magia que tiene, me largue a llorar, fue un sueño cumplido #ViajarNosTransforma @almundo_ar @bastatodo @flybondioficial",POSITIVE,0.822107081894322
"No no, el campo con precios desfavorables, está pasando igualmente su mejor momento en décadas. De hecho jamás se exportó tanto. Pero bueno, hay que conocer fuera d las urbes.",POSITIVE,0.866086552999002
Bienvenidos al desarrollo. Aguante.,POSITIVE,0.634951563639508
Buen viaje!!!,POSITIVE,0.858282512791871
Trabaje con ellos muchos años en la época de laer  !! Unos genios,POSITIVE,0.94319445387758
Quiero ese mate!,POSITIVE,0.700765401016009
Este finde tuve primer experiencia con @VuelaJetSMART  y @flybondioficial y me pareció espectacular!,POSITIVE,0.951845993988608
"Año 2015. Me anime . Viaje por Europa . Sola. Lugar : Pisa ,  . Sol . Paso firme y auriculares. Bordeando un canal . Sentí que no podía ser más feliz. Hoy escucho esa canción y me acuerdo de la sensación. #viajarnostransforma @almundo_ar @flybondioficial",POSITIVE,0.874768306438761
#MartesDeAviones hoy me lleva a subir una foto de ayer sobre la ciudad de #empedrado #corrientes con el paraná bajo y sis bancos de arena. Gracias a @flybondioficial por darnos la libertad de volar. pic.twitter.com/LobzIoFwfN,POSITIVE,0.697426072351557
"Año 2016. Lugar la isla de Ko phangan , pre Full Moon , cena en entre velas. Primer viaje con una pareja , hoy marido.  Volviendo al hostel por la playa abrazados. Sentí la perfección de lugar y compañía. #viajarnostransforma @almundo_ar @flybondioficial",POSITIVE,0.792403980306321
Me gusta como sonríen,POSITIVE,0.740599575467572
"@flybondioficial no voy a dejar de contar, el trato EXCELENTE que recibí al viajar a Posadas este año, con oxígeno y todo, tanto aquí como allá, hacen que uno se sienta un cliente VIP. Se va a revertir la situación en El Palomar! Trabajo genuino.",POSITIVE,0.620047246223561
"Gracias, ya funciona como antes",POSITIVE,0.772141092220718
Gracias ya se resolvió... continuaré con Mercadopago,POSITIVE,0.79271440274624
"Funcionó, gracias.",POSITIVE,0.730386961245277
¡Nos alegra mucho tu comentario Daniel!  Gracias por compartir tu experiencia con nosotros,POSITIVE,0.796933416494259
Bueno gracias.,POSITIVE,0.771612882913879
Después de varios días de enojos al menos @mercadopago y @ML_Argentina  me envío un mail y me soluciono el problema! Gracias!,POSITIVE,0.646312614938131
Muy bueno @izakayaelbardesushipop que te trae el QR de @mercadopago.arg a la mesa con la cuenta!!! Solo falta que MP adicione la posibilidad de dejar la propina y somos potencia!!!  https://ift.tt/35mrsyY pic.twitter.com/YFXS7hzhHb,POSITIVE,0.610420152376726
Felicitaciones Hernán por el viaje hasta ahora y lo que sigue! Suerte,POSITIVE,0.849782546323166
"Hola, muchas gracias por acercarnos tu mensaje.  Por favor contanos en qué podemos ayudarte, de esa forma te indicaremos los pasos a seguir.  Quedamos a las órdenes.",POSITIVE,0.880390007243065
"Es verdad. Punto a favor. Pero bueno, pasó lo que pasó. Tenian LECAPSSSS.",POSITIVE,0.676382116417662
"Hoy, salió almuerzo de hermanos  Lo invité a mi hermanito  (Léase: hermanito = 21 años) a comer rico en @sableparis_panaderiafrancesa que ya se sumó al pago con código QR de @mercadopago.arg ⠀⠀ ⠀⠀  Es super práctico y seguro porque hacés to… https://ift.tt/328Y90O pic.twitter.com/vhdr8BCNAC",POSITIVE,0.694564895654999
Igualmente Sería muy bueno que tenga la opción de pedir el código de seguridad en cada operación y que sea configurable,POSITIVE,0.922576269279328
¡Gracias por ser parte de esta revolución!,POSITIVE,0.667664278552016
"No usamos Uala, así que sólo podemos recomendar MercadoPago sin haber comparado, por promos y capilaridad.",POSITIVE,0.718320895452291
Luis; muchas gracias por enviarnos tu sugerencia. La tendremos en cuenta para los próximos cambios que hagamos en nuestro sitio.  Gracias a comentarios como el tuyo ¡podemos seguir mejorando cada vez más!,POSITIVE,0.604227693682499
"Excelente, muchas gracias por su tiempo.",POSITIVE,0.857156108196754
¡Gracias por elegirnos!,POSITIVE,0.854341935431607
"A ok, gracias!!",POSITIVE,0.691084038696197
Ya estoy emocionado!!!!,POSITIVE,0.758945258074809
"Pablo, estamos analizando tu caso, y te estaremos brindando una respuesta vía e-mail a la brevedad, así que aguarda nuestro contacto por allí.  ¡Agradecemos tu paciencia!",POSITIVE,0.690053652261745
@mercadopago buenas! Hice la compra y me hicieron $100 en vez de $150 de descuento. Tienen idea por qué será? pic.twitter.com/LRC6MZj1Vl,POSITIVE,0.620114326720359
Éxitos y felicitaciones por el salto Hernán! Lo mejor siempre está por venir.,POSITIVE,0.917365786156754
"¡Hola!  Para que podamos ayudarte, ingresa aquí: https://bit.ly/2wKdNRZ  y elige la opción que más se adecúe a lo sucedido.   ¡Saludos!",POSITIVE,0.826084002816878
"Bueno, muchas gracias!",POSITIVE,0.746581461897819
"@mercadopago simplemente gracias. Me he sentido acompañado en todo sentido. Tanto desee el punto de vista como comprador de productos, como de inversor.",POSITIVE,0.944589120883686
"Sofia, estamos analizando tu caso, y te estaremos brindando una respuesta vía e-mail a la brevedad, así que aguarda nuestro contacto por allí.  ¡Agradecemos tu paciencia!",POSITIVE,0.619927024569078
"Hola, muchas gracias por la información que nos enviaste.   Tu caso fue derivado al sector correspondiente para que puedan analizarlo en profundidad y brindarte una respuesta vía mail en un plazo máximo de 48 hs laborales.  ¡Saludos!",POSITIVE,0.72623269690304
"¡Gracias por recomendarnos T-CARGO Chile, no dudes en unirte a Mercado Libre! Cuentas con nosotros.",POSITIVE,0.888749888375602
"Muy buenas tardes, para que podamos ayudarte, ingresa aquí: https://bit.ly/2IkwZdH   Tendrás que hacer clic en “Elegir pago” y seleccionar alguna de las opciones que más de adecúe a tu problema.  ¡Saludos!",POSITIVE,0.832836876845105
A mi no deja de sorprenderme que @mercadopago esta presente al nivel de las otras. Es otro de los logros impresionantes que tienen. https://twitter.com/businessinsider/status/1182771349611319298 …,POSITIVE,0.913621871672593
¡Nos encanta que estés a gusto con nuestra plataforma! De aquí en mas quedamos a tus órdenes para lo que necesites. ¡Saludos!,POSITIVE,0.672018490943159
Es increible se hacen los modernos y tenes q hacer 7 cosas para cargar unantarjeta de metro,POSITIVE,0.892745590580393
Todos los éxitos Hernan en lo que se venga!,POSITIVE,0.740384185667598
"¡Eliana, gracias por tu comentario! #LoMejorEstáLlegando",POSITIVE,0.605605258869332
"Laura, nos encanta leer esto :)    ¡Sigamos viajando juntos!   #MiManera #MiMercadoPago",POSITIVE,0.682897166346414
Se solucionó ya.,POSITIVE,0.862724524644313
Calma que hay que testear que todo ande bien. Falta poco. La respuesta ha sido INCREÍBLE,POSITIVE,0.82466516477046
Lo mejor está por venir,POSITIVE,0.730858440263796
"Buenos días, espero se pueda solucionar pronto este tema.",POSITIVE,0.63089970530335
Lo mejor para vos en esta nueva etapa,POSITIVE,0.738045837374106
"El usuario es ROLU1827065, gracias",POSITIVE,0.605499904779359
"Buenas tardes,   Tienes el caso: 36513003 abierto, por lo que estaremos en contacto contigo por ese medio.   ¡Que tengas excelente jornada!",POSITIVE,0.751040551063551
Hola!  Muchas gracias por recomendarnos.   Cuentas con nosotros!,POSITIVE,0.644960502777781
Era lindo cuando se podía confiar en Mercado Libre!,POSITIVE,0.842672271858229
Éxitos Hernan... en el nuevo trabajo y felicitaciones por todo lo logrado.,POSITIVE,0.926234787521616
¡Hola Hernán! ¡Muchas gracias por tu sugerencia! La tendremos en cuenta para mejorar la experiencia de nuestros usuarios y la vamos a estar elevando al sector correspondiente. Queremos que sepas que nos importa mucho conocer tu opinión.,POSITIVE,0.615757292541022
"¡Nos alegra mucho tu comentario Fede! Si quieres recomendarnos a tus amigos, arróbalos aquí. ¡Nos encanta conocer personas!",POSITIVE,0.939554295150137
"Hola July, muchas gracias por acercarnos tu mensaje.  Por favor contanos en qué podemos ayudarte con dicho inconveniente, de esa forma te indicaremos los pasos a seguir.  Quedamos a las órdenes.",POSITIVE,0.639533543597236
"¡Buenas! Para que podamos ayudarte, ingresa aquí: https://bit.ly/2B1AmH7  Haz clic en “Elegir pago” y selecciona alguna de las opciones que más se adecúe a tu problema. ¡Te esperamos!",POSITIVE,0.801760238725269
Felicitaciones por lo hecho y exitos en tu nuevo espiral .,POSITIVE,0.840899460204338
¡Me gusta! Casa De 3 Dormitorios Con Garage Y Parrillero https://casa.mercadolibre.com.uy/MLU-465125613-casa-de-3-dormitorios-con-garage-y-parrillero-_JM … vía @Mercadolibre,POSITIVE,0.731167048378886
Somos tu mejor opción. Siempre con productos de mejor calidad. Mercadolibre: http://tinyurl.com/y2nc8xcg  @Kefinoimport  Siguenos en instagram: http://tinyurl.com/y6ycg3el     … … … …  Visita nuestra pagina web: http://tinyurl.com/y5bfdrq8 pic.twitter.com/r13jmm1htE,POSITIVE,0.901729623925107
Somos tu mejor opción. Siempre con productos de mejor calidad. Mercadolibre: http://tinyurl.com/y2nc8xcg  @Kefinoimport  Siguenos en instagram: http://tinyurl.com/y6ycg3el     … … … …  Visita nuestra pagina web: http://tinyurl.com/y5bfdrq8 pic.twitter.com/r13jmm1htE,POSITIVE,0.901729623925107
Felicitaciones!!! @marcos_galperin @JorgeOHiggins,POSITIVE,0.917476951182693
Qué lindas épocas cuando @Mercadolibre era libre...,POSITIVE,0.976239623068563
Llego mi paquete estoy emocionada amo @Mercadolibre  excelente servicio ***** pic.twitter.com/8ZvtnBIlEt,POSITIVE,0.810187700991078
mis favoritos de mercadolibre son un juego de sábanas blancas hermoso y un longboard jakskjajs muy coherentes entre sí,POSITIVE,0.94769854251669
"Muchas gracias por acercarnos tu mensaje Jose.  Para que podamos ayudarte, ingresa aquí: https://bit.ly/2wKdNRZ  y elige la opción que más se adecúe a lo sucedido.",POSITIVE,0.818912988523622
muchísimas gracias ML_Ayuda,POSITIVE,0.615129160259725
"Ya existe genios se llama ropa unisex, felicidades dscubrieron el agua azucarada",POSITIVE,0.919934814832146
Somos tu mejor opción. Siempre con productos de mejor calidad. Mercadolibre: http://tinyurl.com/y2nc8xcg  @Kefinoimport  Siguenos en instagram: http://tinyurl.com/yayjq87q     … … … …  Visita nuestra pagina web: http://tinyurl.com/y5bfdrq8 pic.twitter.com/r13jmm1htE,POSITIVE,0.901729623925107
Muero por ir al #ConciertoExa con #mercadolibre  Soy muy fan! Los amooooooooo pic.twitter.com/hHqVIGYwSa,POSITIVE,0.770086679036988
Nuestra chica trendy es la mejor para esta nueva propuesta de @Mercadolibre #ModaSinGenero  BARBARA X MODA SIN GENEROpic.twitter.com/WnDSWhITFA,POSITIVE,0.864017088823675
"Para que podamos ayudarte te pedimos que nos detalles tu consulta, de este modo podremos asesorarte o guiarte con el equipo encargado de ser necesario.  ¡Te esperamos!",POSITIVE,0.816247551236134
